model,target,utterance_id,phoneme_idx,predicted,actual,error,abs_error,squared_error
KAN,energy,ch02_sent_012_features,10,-0.14496231,0.9012428,-1.04620511,1.04620511,1.0945451321901123
KAN,f0,ch02_sent_012_features,11,0.30853826,150.62277,-150.31423174,150.31423174,22594.36826358642
KAN,duration,ch02_sent_012_features,11,-0.2779977,-2.4079454,2.1299476999999998,2.1299476999999998,4.536677204735289
KAN,energy,ch02_sent_012_features,11,-0.09779265,-0.0057123573,-0.0920802927,0.0920802927,0.008478780303717673
KAN,f0,ch02_sent_012_features,12,0.34311688,150.62334,-150.28022312000002,150.28022312000002,22584.145460996988
KAN,duration,ch02_sent_012_features,12,-0.275989,-2.302585,2.026596,2.026596,4.107091347216
KAN,energy,ch02_sent_012_features,12,-0.13626626,-1.9356197,1.79935344,1.79935344,3.2376728020398335
KAN,f0,ch02_sent_012_features,13,0.3483681,153.72328,-153.3749119,153.3749119,23523.863600332763
KAN,duration,ch02_sent_012_features,13,-0.32230848,-2.4079454,2.08563692,2.08563692,4.3498813620670855
KAN,energy,ch02_sent_012_features,13,-0.16297527,-2.6237335,2.46075823,2.46075823,6.055331066512734
KAN,f0,ch02_sent_012_features,14,0.38609487,139.92975,-139.54365513000002,139.54365513000002,19472.43168704038
KAN,duration,ch02_sent_012_features,14,-0.31935197,-2.6592598,2.33990783,2.33990783,5.475168652895309
KAN,energy,ch02_sent_012_features,14,-0.1731483,-1.6563375,1.4831892,1.4831892,2.19985020299664
KAN,f0,ch02_sent_012_features,15,0.35338566,148.14523,-147.79184434,147.79184434,21842.42925341879
KAN,duration,ch02_sent_012_features,15,-0.3222253,-3.2188756,2.8966503,2.8966503,8.390582960490091
KAN,energy,ch02_sent_012_features,15,-0.1359513,0.5682007,-0.704152,0.704152,0.495830039104
KAN,f0,ch02_sent_012_features,16,0.35597318,172.62141,-172.26543682,172.26543682,29675.38072278541
KAN,duration,ch02_sent_012_features,16,-0.2981738,-3.5065575,3.2083837,3.2083837,10.293725966425692
KAN,energy,ch02_sent_012_features,16,-0.15146747,-0.44800192,0.29653445,0.29653445,0.0879326800368025
KAN,f0,ch02_sent_012_features,17,0.34863216,188.30278,-187.95414784000002,187.95414784000002,35326.76169026058
KAN,duration,ch02_sent_012_features,17,-0.32701704,-3.5065575,3.17954046,3.17954046,10.109477536777012
KAN,energy,ch02_sent_012_features,17,-0.13111551,0.5736671,-0.70478261,0.70478261,0.49671852735841204
KAN,f0,ch02_sent_012_features,18,0.35729986,180.8037,-180.44640013999998,180.44640013999998,32560.903323484985
KAN,duration,ch02_sent_012_features,18,-0.29999876,-2.995732,2.69573324,2.69573324,7.266977701240898
KAN,energy,ch02_sent_012_features,18,-0.15247256,0.60383296,-0.75630552,0.75630552,0.5719980395824703
KAN,f0,ch02_sent_012_features,19,0.33798242,180.56715,-180.22916758,180.22916758,32482.55284657972
KAN,duration,ch02_sent_012_features,19,-0.32232213,-2.995732,2.67340987,2.67340987,7.147120333013417
KAN,energy,ch02_sent_012_features,19,-0.14743274,1.138573,-1.28600574,1.28600574,1.6538107633129475
KAN,f0,ch02_sent_012_features,20,0.35507417,184.69125,-184.33617583,184.33617583,33979.82571962868
KAN,duration,ch02_sent_012_features,20,-0.3187986,-2.302585,1.9837864,1.9837864,3.93540848082496
KAN,energy,ch02_sent_012_features,20,-0.14850065,0.040901657,-0.18940230700000002,0.18940230700000002,0.035873233896922256
KAN,f0,ch02_sent_012_features,21,0.35717434,166.15048,-165.79330566,165.79330566,27487.420201670182
KAN,duration,ch02_sent_012_features,21,-0.31650674,-2.6592598,2.34275306,2.34275306,5.488491900139365
KAN,energy,ch02_sent_012_features,21,-0.20881934,-0.46084684,0.25202749999999996,0.25202749999999996,0.06351786075624997
KAN,f0,ch02_sent_012_features,22,0.34106785,137.28265,-136.94158215,136.94158215,18752.996921745194
KAN,duration,ch02_sent_012_features,22,-0.31966323,-3.5065575,3.18689427,3.18689427,10.156295088158831
KAN,energy,ch02_sent_012_features,22,-0.1597678,-2.6677961,2.5080283,2.5080283,6.290205953600889
KAN,f0,ch02_sent_012_features,23,0.3534916,119.82121,-119.4677184,119.4677184,14272.535739701698
KAN,duration,ch02_sent_012_features,23,-0.32503223,-2.5257285,2.20069627,2.20069627,4.843064072791912
KAN,energy,ch02_sent_012_features,23,-0.14664659,0.55245036,-0.69909695,0.69909695,0.48873654549930257
KAN,f0,ch02_sent_012_features,24,0.36046177,111.5335,-111.17303823,111.17303823,12359.444429289042
KAN,duration,ch02_sent_012_features,24,-0.31765974,-2.302585,1.98492526,1.98492526,3.9399282877860675
KAN,energy,ch02_sent_012_features,24,-0.1763447,-0.5446955,0.3683508,0.3683508,0.13568231186063998
KAN,f0,ch02_sent_012_features,25,0.32504392,101.89189,-101.56684608,101.56684608,10315.824222638412
KAN,duration,ch02_sent_012_features,25,-0.3192261,-3.5065575,3.1873314,3.1873314,10.15908145342596
KAN,energy,ch02_sent_012_features,25,-0.1613981,0.0123839425,-0.17378204249999998,0.17378204249999998,0.0302001982954718
KAN,f0,ch02_sent_012_features,26,0.36804423,103.49811,-103.13006577,103.13006577,10635.810465724526
KAN,duration,ch02_sent_012_features,26,-0.322006,-2.8134105,2.4914045,2.4914045,6.207096382620249
KAN,energy,ch02_sent_012_features,26,-0.20690764,-1.1105042,0.90359656,0.90359656,0.8164867432438336
KAN,f0,ch02_sent_012_features,27,0.3476123,135.29007,-134.94245769999998,134.94245769999998,18209.466890116284
KAN,duration,ch02_sent_012_features,27,-0.3214192,-2.995732,2.6743128,2.6743128,7.15194895224384
KAN,energy,ch02_sent_012_features,27,-0.1456505,-1.1565244,1.0108739,1.0108739,1.02186604170121
KAN,f0,ch02_sent_012_features,28,0.3440249,143.87184,-143.5278151,143.5278151,20600.233707379786
KAN,duration,ch02_sent_012_features,28,-0.30893278,-2.8134105,2.5044777199999997,2.5044777199999997,6.272408649976397
KAN,energy,ch02_sent_012_features,28,-0.19262654,0.8718926,-1.06451914,1.06451914,1.1332009994263397
KAN,f0,ch02_sent_012_features,29,0.29275608,184.34059,-184.04783392,184.04783392,33873.605170643896
KAN,duration,ch02_sent_012_features,29,-0.26637015,-2.995732,2.7293618499999996,2.7293618499999996,7.449416108235421
KAN,energy,ch02_sent_012_features,29,-0.16322759,0.81208396,-0.97531155,0.97531155,0.9512326195634025
KAN,f0,ch02_sent_012_features,30,0.2892039,184.14136,-183.8521561,183.8521561,33801.61530261877
KAN,duration,ch02_sent_012_features,30,-0.25052476,-3.5065575,3.25603274,3.25603274,10.60174920395191
KAN,energy,ch02_sent_012_features,30,-0.150297,-0.09360709,-0.05668990999999998,0.05668990999999998,0.003213745895808098
KAN,f0,ch02_sent_012_features,31,0.29979092,133.38065,-133.08085908,133.08085908,17710.515053470823
KAN,duration,ch02_sent_012_features,31,-0.2634015,-3.5065575,3.243156,3.243156,10.518060840336
KAN,energy,ch02_sent_012_features,31,-0.12624954,0.37889755,-0.50514709,0.50514709,0.2551735825354681
KAN,f0,ch02_sent_012_features,32,0.29002774,141.56836,-141.27833226,141.27833226,19959.567166166962
KAN,duration,ch02_sent_012_features,32,-0.2486526,-2.8134105,2.5647579,2.5647579,6.57798308561241
KAN,energy,ch02_sent_012_features,32,-0.13419029,0.36061648,-0.49480677,0.49480677,0.24483373963783292
KAN,f0,ch02_sent_012_features,33,0.30744576,141.49089,-141.18344424,141.18344424,19932.76492746919
KAN,duration,ch02_sent_012_features,33,-0.24858958,-2.4079454,2.15935582,2.15935582,4.662817557367872
KAN,energy,ch02_sent_012_features,33,-0.1630482,-1.0101885,0.8471403,0.8471403,0.7176466878840899
KAN,f0,ch02_sent_012_features,34,0.2979999,127.58487,-127.2868701,127.2868701,16201.947299854275
KAN,duration,ch02_sent_012_features,34,-0.25726473,-2.1202633,1.86299857,1.86299857,3.470763671822045
KAN,energy,ch02_sent_012_features,34,-0.1392295,0.94287664,-1.08210614,1.08210614,1.1709536982256996
KAN,f0,ch02_sent_012_features,35,0.30881888,118.82459,-118.51577112,118.51577112,14045.988004168225
KAN,duration,ch02_sent_012_features,35,-0.24540386,-2.8134105,2.5680066399999997,2.5680066399999997,6.594658103084088
KAN,energy,ch02_sent_012_features,35,-0.13087706,0.52453935,-0.65541641,0.65541641,0.42957067049728803
KAN,f0,ch02_sent_012_features,36,0.29293627,104.31415,-104.02121373,104.02121373,10820.41290586234
KAN,duration,ch02_sent_012_features,36,-0.24672636,-1.6607312,1.41400484,1.41400484,1.9994096875434257
KAN,energy,ch02_sent_012_features,36,-0.114861175,0.43453652,-0.549397695,0.549397695,0.30183782727131303
KAN,f0,ch02_sent_012_features,37,0.36412197,106.28331,-105.91918803,105.91918803,11218.874392934495
KAN,duration,ch02_sent_012_features,37,-0.24860024,-2.5257285,2.27712826,2.27712826,5.185313112490627
KAN,energy,ch02_sent_012_features,37,-0.19228426,0.46536434,-0.6576486,0.6576486,0.43250168108196
KAN,f0,ch02_sent_012_features,38,0.34522814,160.18762,-159.84239186000002,159.84239186000002,25549.5902355258
KAN,duration,ch02_sent_012_features,38,-0.24595481,-2.995732,2.7497771899999996,2.7497771899999996,7.561274594644294
KAN,energy,ch02_sent_012_features,38,-0.13997424,-1.2428452,1.1028709600000002,1.1028709600000002,1.216324354411322
KAN,f0,ch02_sent_012_features,39,0.34313175,111.79068,-111.44754825,111.44754825,12420.556010936078
KAN,duration,ch02_sent_012_features,39,-0.23743829,-2.302585,2.06514671,2.06514671,4.264830933823824
KAN,energy,ch02_sent_012_features,39,-0.1508789,-0.38179672,0.23091781999999997,0.23091781999999997,0.053323039593552383
KAN,f0,ch02_sent_012_features,40,0.3351032,91.11103,-90.7759268,90.7759268,8240.268886398957
KAN,duration,ch02_sent_012_features,40,-0.26547587,-2.207275,1.9417991300000002,1.9417991300000002,3.7705838612687574
KAN,energy,ch02_sent_012_features,40,-0.13103968,0.16306372,-0.2941034,0.2941034,0.08649680989156001
KAN,f0,ch02_sent_012_features,41,0.31990838,107.12168,-106.80177162,106.80177162,11406.618421170637
KAN,duration,ch02_sent_012_features,41,-0.28994244,-3.2188756,2.92893316,2.92893316,8.578649455747586
KAN,energy,ch02_sent_012_features,41,-0.15742967,-0.34232482,0.18489514999999998,0.18489514999999998,0.03418621649352249
KAN,f0,ch02_sent_012_features,42,0.35778642,143.42462,-143.06683358,143.06683358,20468.118870607417
KAN,duration,ch02_sent_012_features,42,-0.28851455,-2.995732,2.70721745,2.70721745,7.329026321584502
KAN,energy,ch02_sent_012_features,42,-0.16561219,0.81306076,-0.97867295,0.97867295,0.9578007430617025
KAN,f0,ch02_sent_012_features,43,0.3408668,147.41763,-147.07676320000002,147.07676320000002,21631.57427338888
KAN,duration,ch02_sent_012_features,43,-0.2923928,-2.6592598,2.366867,2.366867,5.602059395689
KAN,energy,ch02_sent_012_features,43,-0.12146327,-1.37554,1.25407673,1.25407673,1.5727084447274928
KAN,f0,ch02_sent_012_features,44,0.30996004,156.79584,-156.48587996,156.48587996,24487.83062685553
KAN,duration,ch02_sent_012_features,44,-0.29828978,-2.6592598,2.36097002,2.36097002,5.5741794353388
KAN,energy,ch02_sent_012_features,44,-0.13176847,0.8302837,-0.96205217,0.96205217,0.9255443778017088
KAN,f0,ch02_sent_012_features,45,0.31148106,124.87803,-124.56654893999999,124.56654893999999,15516.825114821413
KAN,duration,ch02_sent_012_features,45,-0.30764887,-3.5065575,3.19890863,3.19890863,10.233016423088477
KAN,energy,ch02_sent_012_features,45,-0.12285123,0.7392529,-0.86210413,0.86210413,0.7432235309630568
KAN,f0,ch02_sent_012_features,46,0.3220663,111.67487,-111.3528037,111.3528037,12399.446891850732
KAN,duration,ch02_sent_012_features,46,-0.26242423,-3.2188756,2.95645137,2.95645137,8.740604703174876
KAN,energy,ch02_sent_012_features,46,-0.159542,0.19244601,-0.35198801,0.35198801,0.1238955591837601
KAN,f0,ch02_sent_012_features,47,0.34460405,110.16672,-109.82211595,109.82211595,12060.897151735244
KAN,duration,ch02_sent_012_features,47,-0.2547056,-3.2188756,2.96417,2.96417,8.786303788900002
KAN,energy,ch02_sent_012_features,47,-0.16089463,0.11295823,-0.27385286000000003,0.27385286000000003,0.07499538893017962
KAN,f0,ch02_sent_012_features,48,0.33787984,105.61031,-105.27243016,105.27243016,11082.284551792078
KAN,duration,ch02_sent_012_features,48,-0.2663558,-2.6592598,2.392904,2.392904,5.725989553216
KAN,energy,ch02_sent_012_features,48,-0.12139064,0.0017008347,-0.1230914747,0.1230914747,0.01515151114382074
KAN,f0,ch02_sent_012_features,49,0.32416332,176.30832,-175.98415668,175.98415668,30970.423402370794
KAN,duration,ch02_sent_012_features,49,-0.26767677,-2.6592598,2.39158303,2.39158303,5.719669389383981
KAN,energy,ch02_sent_012_features,49,-0.14399305,-1.9229522,1.77895915,1.77895915,3.164695657368722
KAN,f0,ch02_sent_012_features,50,0.35332495,164.26372,-163.91039505,163.91039505,26866.617605447067
KAN,duration,ch02_sent_012_features,50,-0.26881915,-2.995732,2.7269128499999997,2.7269128499999997,7.436053691495121
KAN,energy,ch02_sent_012_features,50,-0.17191368,-2.6853046,2.51339092,2.51339092,6.317133916738446
KAN,f0,ch02_sent_012_features,51,0.32700926,142.85028,-142.52327074,142.52327074,20312.882702427338
KAN,duration,ch02_sent_012_features,51,-0.26719755,-2.6592598,2.39206225,2.39206225,5.721961807875062
KAN,energy,ch02_sent_012_features,51,-0.11387051,-2.6987696,2.58489909,2.58489909,6.681703305482828
KAN,f0,ch02_sent_012_features,52,0.3873152,145.05482,-144.66750480000002,144.66750480000002,20928.686945058027
KAN,duration,ch02_sent_012_features,52,-0.34834164,-2.8134105,2.4650688599999997,2.4650688599999997,6.076564484541698
KAN,energy,ch02_sent_012_features,52,-0.17832269,-3.099017,2.92069431,2.92069431,8.530455252466377
KAN,f0,ch02_sent_012_features,53,0.38706374,155.90157,-155.51450626,155.51450626,24184.761657291576
KAN,duration,ch02_sent_012_features,53,-0.340577,-2.6592598,2.3186828,2.3186828,5.37628992701584
KAN,energy,ch02_sent_012_features,53,-0.17766485,-3.1475713,2.96990645,2.96990645,8.820344321751602
KAN,f0,ch02_sent_012_features,54,0.3817464,204.23303,-203.85128360000002,203.85128360000002,41555.345825367636
KAN,duration,ch02_sent_012_features,54,-0.3512585,-2.6592598,2.3080013,2.3080013,5.32687000080169
KAN,energy,ch02_sent_012_features,54,-0.15164247,-3.6995225,3.54788003,3.54788003,12.587452707272801
KAN,f0,ch02_sent_012_features,55,0.38815254,200.17783,-199.78967746,199.78967746,39915.91521957084
KAN,duration,ch02_sent_012_features,55,-0.34445393,-2.302585,1.95813107,1.95813107,3.8342772872993454
KAN,energy,ch02_sent_012_features,55,-0.18068656,-3.0138743,2.83318774,2.83318774,8.026952770086307
KAN,f0,ch02_sent_012_features,56,0.37242234,192.11015,-191.73772766,191.73772766,36763.35620822033
KAN,duration,ch02_sent_012_features,56,-0.35340226,-2.995732,2.6423297399999996,2.6423297399999996,6.981906454888466
KAN,energy,ch02_sent_012_features,56,-0.14826043,-2.9115436,2.76328317,2.76328317,7.635733877605248
KAN,f0,ch02_sent_012_features,57,0.3587036,183.68736,-183.3286564,183.3286564,33609.39625742926
KAN,duration,ch02_sent_012_features,57,-0.34703887,-2.8134105,2.46637163,2.46637163,6.082989017268856
KAN,energy,ch02_sent_012_features,57,-0.16553572,-3.248775,3.0832392800000004,3.0832392800000004,9.50636445773492
KAN,f0,ch02_sent_012_features,58,0.36776423,187.29688,-186.92911576999998,186.92911576999998,34942.494322554056
KAN,duration,ch02_sent_012_features,58,-0.3512663,-2.995732,2.6444657,2.6444657,6.9931988384764905
KAN,energy,ch02_sent_012_features,58,-0.15217064,-3.1650336,3.01286296,3.01286296,9.077343215739962
KAN,f0,ch02_sent_012_features,59,0.37658027,189.71274,-189.33615973,189.33615973,35848.18138130407
KAN,duration,ch02_sent_012_features,59,-0.35866755,-2.8134105,2.45474295,2.45474295,6.025762950574703
KAN,energy,ch02_sent_012_features,59,-0.18216476,-3.4860444,3.30387964,3.30387964,10.91562067560653
KAN,f0,ch02_sent_012_features,60,0.36152402,193.06616,-192.70463598,192.70463598,37135.076728184315
KAN,duration,ch02_sent_012_features,60,-0.36497825,-2.5257285,2.16075025,2.16075025,4.668841642875062
KAN,energy,ch02_sent_012_features,60,-0.14778146,-3.2902498,3.1424683399999997,3.1424683399999997,9.875107267902354
KAN,f0,ch02_sent_012_features,61,0.34867024,195.71898,-195.37030976,195.37030976,38169.55793571835
KAN,duration,ch02_sent_012_features,61,-0.35667676,-2.5257285,2.16905174,2.16905174,4.7047854507970275
KAN,energy,ch02_sent_012_features,61,-0.1632282,-3.189369,3.0261408000000003,3.0261408000000003,9.157528141424642
KAN,f0,ch02_sent_012_features,62,0.3158082,200.27036,-199.95455180000002,199.95455180000002,39981.82278553889
KAN,duration,ch02_sent_012_features,62,-0.27667236,-2.4079454,2.13127304,2.13127304,4.542324771030842
KAN,energy,ch02_sent_012_features,62,-0.20896171,-2.8891025,2.68014079,2.68014079,7.183154654221823
KAN,f0,ch02_sent_012_features,63,0.30189905,200.77274,-200.47084095,200.47084095,40188.5580712002
KAN,duration,ch02_sent_012_features,63,-0.2739839,-2.995732,2.7217480999999997,2.7217480999999997,7.407912719853608
KAN,energy,ch02_sent_012_features,63,-0.11534792,-2.5668366,2.4514886799999998,2.4514886799999998,6.009796748168141
KAN,f0,ch02_sent_012_features,64,0.294023,198.8855,-198.591477,198.591477,39438.57473704153
KAN,duration,ch02_sent_012_features,64,-0.25537848,-2.4079454,2.15256692,2.15256692,4.6335443450782865
KAN,energy,ch02_sent_012_features,64,-0.16410762,-2.7920525,2.6279448800000003,2.6279448800000003,6.906094292318215
KAN,f0,ch02_sent_012_features,65,0.31268343,175.80661,-175.49392657,175.49392657,30798.118262956556
KAN,duration,ch02_sent_012_features,65,-0.26057425,-2.302585,2.04201075,2.04201075,4.169807903115563
KAN,energy,ch02_sent_012_features,65,-0.11663082,-2.3296366,2.21300578,2.21300578,4.897394582313408
KAN,f0,ch02_sent_012_features,66,0.34059373,203.43541,-203.09481627,203.09481627,41247.504395745054
KAN,duration,ch02_sent_012_features,66,-0.2565035,-3.5065575,3.250054,3.250054,10.562851002916
KAN,energy,ch02_sent_012_features,66,-0.158176,-2.947071,2.788895,2.788895,7.777935321025001
KAN,f0,ch02_sent_012_features,67,0.32100806,210.79741,-210.47640194000002,210.47640194000002,44300.31577360844
KAN,duration,ch02_sent_012_features,67,-0.27428547,-2.995732,2.7214465299999997,2.7214465299999997,7.406271215649039
KAN,energy,ch02_sent_012_features,67,-0.19274172,-3.0322502,2.83950848,2.83950848,8.062808407991911
KAN,f0,ch02_sent_012_features,68,0.32940573,197.65936,-197.32995427,197.32995427,38939.11085220029
KAN,duration,ch02_sent_012_features,68,-0.2681359,-2.6592598,2.3911239,2.3911239,5.717473505151211
KAN,energy,ch02_sent_012_features,68,-0.16721296,-2.7825134,2.61530044,2.61530044,6.839796391464193
KAN,f0,ch02_sent_012_features,69,0.34049374,185.26088,-184.92038626,184.92038626,34195.54925454759
KAN,duration,ch02_sent_012_features,69,-0.2830399,-2.5257285,2.2426886,2.2426886,5.029652156569961
KAN,energy,ch02_sent_012_features,69,-0.14585945,-2.6707597,2.52490025,2.52490025,6.3751212724500625
KAN,f0,ch02_sent_012_features,70,0.32882804,172.72049,-172.39166196000002,172.39166196000002,29718.885113330918
KAN,duration,ch02_sent_012_features,70,-0.27747035,-2.207275,1.9298046500000001,1.9298046500000001,3.724145987161623
KAN,energy,ch02_sent_012_features,70,-0.16153133,-2.6140842,2.4525528700000003,2.4525528700000003,6.0150155801452385
KAN,f0,ch02_sent_012_features,71,0.34132951,162.2408,-161.89947049,161.89947049,26211.43854494238
KAN,duration,ch02_sent_012_features,71,-0.26976347,-2.5257285,2.25596503,2.25596503,5.089378216582901
KAN,energy,ch02_sent_012_features,71,-0.16822964,-2.1746747,2.0064450600000003,2.0064450600000003,4.025821778798405
KAN,f0,ch02_sent_012_features,72,0.33430004,150.81151,-150.47720996,150.47720996,22643.390717345927
KAN,duration,ch02_sent_012_features,72,-0.28491038,-2.8134105,2.52850012,2.52850012,6.393312856840014
KAN,energy,ch02_sent_012_features,72,-0.1412887,-2.5145776,2.3732889,2.3732889,5.63250020286321
KAN,f0,ch02_sent_012_features,73,0.33980256,212.5915,-212.25169744,212.25169744,45050.7830661613
KAN,duration,ch02_sent_012_features,73,-0.27297702,-2.995732,2.72275498,2.72275498,7.4133946811148
KAN,energy,ch02_sent_012_features,73,-0.15787281,-2.6238515,2.4659786899999996,2.4659786899999996,6.081050899534114
KAN,f0,ch02_sent_012_features,74,0.37401375,211.95271,-211.57869625,211.57869625,44765.54470684977
KAN,duration,ch02_sent_012_features,74,-0.27361703,-2.5257285,2.25211147,2.25211147,5.072006073305561
KAN,energy,ch02_sent_012_features,74,-0.1940713,-2.8648925,2.6708212,2.6708212,7.133285882369439
KAN,f0,ch02_sent_012_features,75,0.39146882,210.76074,-210.36927118,210.36927118,44255.23025680438
KAN,duration,ch02_sent_012_features,75,-0.23942372,-2.4079454,2.16852168,2.16852168,4.702486276630022
KAN,energy,ch02_sent_012_features,75,-0.2021991,-2.229565,2.0273659,2.0273659,4.11021249248281
KAN,f0,ch02_sent_012_features,76,0.3838517,215.43643,-215.0525783,215.0525783,46247.61143347763
KAN,duration,ch02_sent_012_features,76,-0.2663337,-2.4079454,2.1416117,2.1416117,4.586500673576889
KAN,energy,ch02_sent_012_features,76,-0.18164039,-2.9269118,2.74527141,2.74527141,7.536515114563388
KAN,f0,ch02_sent_012_features,77,0.39454347,189.1886,-188.79405653,188.79405653,35643.19578105284
KAN,duration,ch02_sent_012_features,77,-0.26554045,-2.6592598,2.39371935,2.39371935,5.729892326564423
KAN,energy,ch02_sent_012_features,77,-0.179844,-2.404279,2.2244349999999997,2.2244349999999997,4.948111069224999
KAN,f0,ch02_sent_012_features,78,0.4060978,165.50119,-165.0950922,165.0950922,27256.389468526504
KAN,duration,ch02_sent_012_features,78,-0.26302412,-2.4079454,2.14492128,2.14492128,4.600687297396839
KAN,energy,ch02_sent_012_features,78,-0.21722554,-2.3589509,2.14172536,2.14172536,4.58698751766713
KAN,f0,ch02_sent_012_features,79,0.3784302,171.84967,-171.4712398,171.4712398,29402.386078549105
KAN,duration,ch02_sent_012_features,79,-0.26645842,-2.995732,2.72927358,2.72927358,7.4489342744860165
KAN,energy,ch02_sent_012_features,79,-0.17573962,1.5820322,-1.75777182,1.75777182,3.089761771186113
KAN,f0,ch02_sent_012_features,80,0.38959187,152.32184,-151.93224813,151.93224813,23083.40802183589
KAN,duration,ch02_sent_012_features,80,-0.26589483,-2.995732,2.7298371699999997,2.7298371699999997,7.452010974713607
KAN,energy,ch02_sent_012_features,80,-0.17347467,0.90625155,-1.07972622,1.07972622,1.1658087101554884
KAN,f0,ch02_sent_012_features,81,0.3838874,176.29005,-175.90616260000002,175.90616260000002,30942.978040657643
KAN,duration,ch02_sent_012_features,81,-0.25672024,-1.8971199,1.6403996600000001,1.6403996600000001,2.690911044528116
KAN,energy,ch02_sent_012_features,81,-0.19021332,1.2950335,-1.48524682,1.48524682,2.2059581163201125
KAN,f0,ch02_sent_012_features,82,0.31262857,137.0631,-136.75047143,136.75047143,18700.691436327248
KAN,duration,ch02_sent_012_features,82,-0.25283182,-2.995732,2.74290018,2.74290018,7.523501397444032
KAN,energy,ch02_sent_012_features,82,-0.16457745,0.53379995,-0.6983774,0.6983774,0.48773099283076005
KAN,f0,ch02_sent_012_features,83,0.31945452,154.7546,-154.43514548000002,154.43514548000002,23850.21415942877
KAN,duration,ch02_sent_012_features,83,-0.22443822,-3.2188756,2.99443738,2.99443738,8.966655222741265
KAN,energy,ch02_sent_012_features,83,-0.15671827,1.2430199,-1.39973817,1.39973817,1.9592669445549489
KAN,f0,ch02_sent_012_features,84,0.34551737,161.54117,-161.19565262999998,161.19565262999998,25984.03842681162
KAN,duration,ch02_sent_012_features,84,-0.24611348,-2.6592598,2.41314632,2.41314632,5.823275161729542
KAN,energy,ch02_sent_012_features,84,-0.21247241,1.3240917,-1.53656411,1.53656411,2.3610292641400923
